Contribution Date,Birthdate,Residency Status,SPR Start Date,Employee Contribution Type,Employer Contribution Type,Ordinary Wages,Additional Wages,Employee CPF$,Employer CPF$,Total CPF$
2014-09-01,1987-10-30,citizen,,,,616,191.1,161,130,291
2014-09-01,1965-02-11,citizen,,,,670.25,0,102,107,209
2014-09-01,1990-07-03,citizen,,,,675.5,0,105,108,213
2014-09-01,1994-07-12,permanent_resident,2010-01-01,,,224,0,0,36,36
2014-09-01,1971-07-25,citizen,,,,227.5,0,0,36,36
2014-09-01,1996-11-05,citizen,,,,728,0,136,117,253
2014-09-01,1996-10-20,citizen,,,,168,0,0,27,27
2014-09-01,1991-10-19,citizen,,,,283.5,0,0,45,45
2014-09-01,1990-11-06,citizen,,,,738.5,0,143,118,261
2014-09-01,1993-04-22,citizen,,,,392,0,0,63,63
2014-09-01,1977-02-07,citizen,,,,451.5,0,0,72,72
2014-09-01,1970-02-17,permanent_resident,2010-01-01,,,5720.72,0,1000,800,1800
2014-09-01,1971-04-15,permanent_resident,2010-01-01,,,7130,0,1000,800,1800
2014-09-01,1995-03-07,citizen,,,,58,0,0,9,9
2014-09-01,1996-07-25,citizen,,,,161.25,0,0,26,26
2014-09-01,1997-02-20,citizen,,,,161.25,0,0,26,26
2014-09-01,1993-08-09,citizen,,,,146.25,0,0,23,23
2014-09-01,1997-10-26,citizen,,,,161.25,0,0,26,26
2014-09-01,1997-04-24,citizen,,,,920,0,184,147,331
2014-09-01,1997-01-24,citizen,,,,1328,0,265,213,478
2014-09-01,1995-12-20,citizen,,,,599.75,0,59,97,156
2014-09-01,1991-08-29,citizen,,,,2011.35,0,402,322,724
2014-09-01,1993-06-01,citizen,,,,229.25,0,0,37,37
2014-09-01,1983-06-23,citizen,,,,428.75,0,0,69,69
2014-09-01,1990-09-18,citizen,,,,1180.85,0,236,189,425
2014-09-01,1964-11-11,citizen,,,,1668.44,0,333,268,601
2014-09-01,1988-07-23,citizen,,,,2000,0,400,320,720
2014-09-01,1992-12-18,citizen,,,,923.08,0,184,148,332
2014-09-01,1991-01-06,citizen,,,,398,0,0,64,64
2014-09-01,1949-02-12,citizen,,,,1791.96,0,89,117,206
2014-09-01,1992-06-30,citizen,,,,1133.13,0,226,182,408
2014-09-01,1992-09-11,citizen,,,,661.82,0,97,106,203
2014-09-01,1990-07-02,citizen,,,,756.36,0,151,121,272
2014-09-01,1990-12-07,citizen,,,,472.73,0,0,76,76
2014-09-01,1992-04-23,citizen,,,,472.73,0,0,76,76
2014-09-01,1990-09-09,citizen,,,,411.25,0,0,66,66
2014-09-01,1991-02-13,citizen,,,,362.25,0,0,58,58
2014-09-01,1991-04-17,citizen,,,,306.25,0,0,49,49
2014-09-01,1993-05-06,citizen,,,,367.5,0,0,59,59
2014-09-01,1993-04-25,citizen,,,,1207.18,0,241,194,435
2014-09-01,1963-05-20,citizen,,,,775,0,143,109,252
2014-09-01,1978-06-28,permanent_resident,2010-01-01,,,2236,0,447,358,805
2014-09-01,1992-06-07,citizen,,,,301.5,0,0,48,48
2014-09-01,1990-06-19,citizen,,,,301.5,0,0,48,48
2014-09-01,1992-10-22,citizen,,,,1021.5,0,204,164,368
2014-09-01,1989-03-10,citizen,,,,720,0,132,115,247
2014-09-01,1994-04-06,citizen,,,,114,0,0,18,18
2014-09-01,1947-11-01,citizen,,,,2930,0,146,191,337
2014-09-01,1989-10-16,citizen,,,,2200,0,440,352,792
2014-09-01,1981-08-23,citizen,,,,2620,0,524,419,943
2014-09-01,1968-12-01,permanent_resident,2010-01-01,,,2630,0,526,421,947
2014-09-01,1981-03-22,citizen,,,,2830,0,566,453,1019
2014-09-01,1988-12-05,citizen,,,,2830,0,566,453,1019
2014-09-01,1953-10-20,citizen,,,,616,0,26,43,69
2014-09-01,1989-04-18,citizen,,,,0,1347.69,269,216,485
2014-09-01,1988-10-29,citizen,,,,0,186.46,0,30,30
2014-09-01,1977-01-25,permanent_resident,2010-01-01,,,3070,0,614,491,1105
2014-09-01,1996-02-06,citizen,,,,63.75,0,0,10,10
2014-09-01,1988-04-29,citizen,,,,1513.64,0,302,243,545
2014-09-01,1987-04-01,citizen,,,,2350,0,470,376,846
2014-09-01,1976-10-03,citizen,,,,1850,0,370,296,666
2014-09-01,1987-01-01,permanent_resident,2010-01-01,,,2140,0,428,342,770
2014-09-01,1991-08-08,citizen,,,,1980,0,396,317,713
2014-09-01,1987-09-02,citizen,,,,2030,0,406,325,731
2014-09-01,1990-12-12,citizen,,,,2100,0,420,336,756
2014-09-01,1979-10-21,citizen,,,,3980.91,4326.15,1661,1330,2991
2014-09-01,1993-09-08,citizen,,,,1512.95,1850,672,539,1211
2014-09-01,1974-03-25,permanent_resident,2010-01-01,,,5950,0,1000,800,1800
2014-09-01,1988-11-04,citizen,,,,2200,0,440,352,792
2014-09-01,1974-02-27,citizen,,,,3850,0,770,616,1386
2014-09-01,1981-06-21,citizen,,,,3300,0,660,528,1188
2014-09-01,1990-06-03,citizen,,,,443.18,0,0,71,71
2014-09-01,1958-10-15,citizen,,,,654.36,0,60,69,129
2014-09-01,1989-02-17,citizen,,,,2100,0,420,336,756
2014-09-01,1981-11-06,citizen,,,,500,0,0,80,80
2014-09-01,1991-03-22,citizen,,,,736,0,141,118,259
2014-09-01,1996-07-13,citizen,,,,835.5,0,167,134,301
2014-09-01,1981-12-15,citizen,,,,544.25,0,26,88,114
2014-09-01,1985-07-08,citizen,,,,736.75,0,142,118,260
2014-09-01,1992-07-28,citizen,,,,868,0,173,139,312
2014-09-01,1959-11-19,citizen,,,,1312.31,0,242,185,427
2014-09-01,1983-09-12,citizen,,,,651,0,90,105,195
2014-09-01,1983-03-30,citizen,,,,49,0,0,0,0
2014-09-01,1996-11-19,permanent_resident,2010-01-01,,,147,0,0,24,24
2014-09-01,1990-06-11,citizen,,,,1611.5,0,322,258,580
2014-09-01,1994-10-23,citizen,,,,112.5,0,0,18,18
2014-09-01,1994-12-15,citizen,,,,112.5,0,0,18,18
2014-09-01,1992-06-03,citizen,,,,127.5,0,0,20,20
2014-09-01,1990-09-04,citizen,,,,112.5,0,0,18,18
2014-09-01,1991-10-29,citizen,,,,112.5,0,0,18,18
2014-09-01,1993-02-25,citizen,,,,112.5,0,0,18,18
2014-09-01,1992-08-18,citizen,,,,112.5,0,0,18,18
2014-09-01,1991-07-14,permanent_resident,2010-01-01,,,108.75,0,0,17,17
2014-09-01,1991-04-30,citizen,,,,112.5,0,0,18,18
2014-09-01,1993-11-23,citizen,,,,1980.95,0,396,317,713
2014-09-01,1993-01-20,citizen,,,,376.88,0,0,60,60
2014-09-01,1993-03-28,citizen,,,,294,0,0,47,47
2014-09-01,1993-03-14,citizen,,,,1158.5,0,231,186,417
2014-09-01,1997-05-13,citizen,,,,616,0,69,99,168
2014-09-01,1997-01-15,citizen,,,,280,0,0,45,45
2014-09-01,1997-03-04,citizen,,,,672,0,103,108,211
